0.379, -0.138993
-0.400853, 0.145582
0.423753, -0.152395
-0.447735, 0.159435
0.472836, -0.166703
-0.499094, 0.174201
0.526544, -0.18193
-0.555224, 0.189891
0.585171, -0.198084
-0.616424, 0.20651
0.649019, -0.215166
-0.682993, 0.224053
0.718384, -0.233168
-0.755229, 0.242509
0.793564, -0.252074
-0.833425, 0.26186
0.874848, -0.271861
-0.917868, 0.282073
0.962518, -0.292492
-1.00883, 0.303111
1.05684, -0.313924
-1.10658, 0.324922
1.15808, -0.336099
-1.21137, 0.347445
1.26646, -0.358951
-1.3234, 0.370606
1.38221, -0.382399
-1.4429, 0.394318
1.50549, -0.406351
-1.57002, 0.418485
1.63648, -0.430705
-1.7049, 0.442995
1.77529, -0.455342
-1.84765, 0.467727
1.922, -0.480134
-1.99833, 0.492545
2.07665, -0.504941
-2.15696, 0.517303
2.23924, -0.529611
-2.3235, 0.541843
2.40971, -0.55398
-2.49786, 0.565998
2.58794, -0.577876
-2.67992, 0.58959
2.77377, -0.601118
-2.86946, 0.612434
2.96697, -0.623515
-3.06625, 0.634337
3.16725, -0.644873
-3.26994, 0.6551
3.37426, -0.664991
-3.48016, 0.674522
3.58758, -0.683667
-3.69645, 0.692399
3.80672, -0.700694
-3.9183, 0.708526
4.03113, -0.715871
-4.14512, 0.722702
4.2602, -0.728996
-4.37626, 0.734728
4.49324, -0.739875
-4.61102, 0.744413
4.72951, -0.74832
-4.84861, 0.751573
4.96821, -0.754153
-5.0882, 0.756038
5.20847, -0.757209
-5.3289, 0.757648
5.44939, -0.757337
-5.56979, 0.75626
5.69, -0.754402
-5.80988, 0.751749
5.9293, -0.748289
-6.04814, 0.74401
6.16626, -0.738903
-6.28354, 0.732959
6.39982, -0.726172
-6.51498, 0.718536
6.62889, -0.710049
-6.74139, 0.700706
6.85237, -0.69051
-6.96167, 0.67946
7.06916, -0.667561
-7.1747, 0.654816
7.27817, -0.641233
-7.37941, 0.62682
7.47831, -0.611587
-7.57472, 0.595546
7.66853, -0.578711
-7.7596, 0.561097
7.8478, -0.542722
-7.93302, 0.523604
8.01514, -0.503765
-8.09404, 0.483226
8.16962, -0.462011
-8.24176, 0.440146
8.31035, -0.417658
-8.37531, 0.394575
8.43654, -0.370927
-8.49395, 0.346745
8.54746, -0.322062
-8.59698, 0.296911
8.64245, -0.271328
-8.68379, 0.245348
8.72095, -0.219008
-8.75387, 0.192346
8.7825, -0.1654
-8.80679, 0.13821
8.82673, -0.110815
-8.84226, 0.0832555
8.85337, -0.0555725
-8.86004, 0.0278069
